pitcher,pitch_type,pitch_name,family,pitches,usage,whiff,putaway,velo
640451,FS,Splitter,Offspeed,36,0.3157894736842105,0.38095238095238093,0.21428571428571427,88.91944444444444
640454,ST,Sweeper,Breaking,90,0.46632124352331605,0.3333333333333333,0.3684210526315789,82.15222222222222
640454,SI,Sinker,Fastball,85,0.44041450777202074,0.24390243902439024,0.2,89.56470588235292
640455,FF,4-Seam FB,Fastball,505,0.33960995292535306,0.1937984496124031,0.15625,90.549900990099
640455,ST,Sweeper,Breaking,478,0.3214525891055817,0.3162393162393162,0.2956521739130435,75.42887029288703
640455,SI,Sinker,Fastball,313,0.2104909213180901,0.07432432432432433,0.1111111111111111,90.16837060702876
640455,FC,Cutter,Fastball,133,0.0894418291862811,0.3,0.19047619047619047,84.25338345864662
640455,CH,Changeup,Offspeed,58,0.03900470746469401,0.20689655172413793,0.1875,83.14137931034483
641302,CH,Changeup,Offspeed,176,0.25768667642752563,0.23232323232323232,0.24390243902439024,84.50397727272728
641302,FC,Cutter,Fastball,165,0.24158125915080528,0.18518518518518517,0.2727272727272727,88.04545454545455
641302,SI,Sinker,Fastball,145,0.212298682284041,0.07692307692307693,0.09090909090909091,91.09310344827587
641302,ST,Sweeper,Breaking,106,0.15519765739385066,0.23529411764705882,0.26666666666666666,79.77547169811318
641302,FF,4-Seam FB,Fastball,91,0.13323572474377746,0.3404255319148936,0.23333333333333334,91.85714285714286
641312,SL,Slider,Breaking,110,0.27848101265822783,0.28846153846153844,0.36363636363636365,89.02818181818179
641312,CH,Changeup,Offspeed,106,0.2683544303797468,0.3,0.23076923076923078,86.71981132075472
641312,FF,4-Seam FB,Fastball,102,0.2582278481012658,0.16666666666666666,0.14285714285714285,93.29019607843136
641312,ST,Sweeper,Breaking,45,0.11392405063291139,0.25,0.2727272727272727,81.71777777777778
641312,SI,Sinker,Fastball,32,0.0810126582278481,0.0,0.0,93.828125
641329,FF,4-Seam FB,Fastball,314,0.5032051282051282,0.25609756097560976,0.21875,96.99203821656052
641329,CH,Changeup,Offspeed,275,0.4407051282051282,0.3541666666666667,0.3333333333333333,85.54654545454547
641329,SL,Slider,Breaking,35,0.05608974358974359,0.2222222222222222,0.2857142857142857,88.11142857142859
641401,FF,4-Seam FB,Fastball,155,0.4813664596273292,0.2911392405063291,0.35714285714285715,94.48451612903224
641401,CH,Changeup,Offspeed,125,0.38819875776397517,0.2459016393442623,0.3125,83.88080000000002
641401,FC,Cutter,Fastball,35,0.10869565217391304,0.4,0.0,87.25142857142856
641585,FC,Cutter,Fastball,44,0.2619047619047619,0.18518518518518517,0.25,86.81818181818183
641585,CU,Curveball,Breaking,37,0.22023809523809523,0.23529411764705882,0.16666666666666666,76.15945945945946
641585,FF,4-Seam FB,Fastball,32,0.19047619047619047,0.0,0.0,92.25937499999999
641656,SL,Slider,Breaking,62,0.5961538461538461,0.3333333333333333,0.25,86.70161290322581
641743,FF,4-Seam FB,Fastball,444,0.23806970509383377,0.1822429906542056,0.1981981981981982,95.79099099099099
641743,ST,Sweeper,Breaking,404,0.21662198391420912,0.37404580152671757,0.26666666666666666,82.55990099009901
641743,FC,Cutter,Fastball,332,0.1780160857908847,0.1875,0.1388888888888889,91.10180722891567
641743,SI,Sinker,Fastball,330,0.1769436997319035,0.16374269005847952,0.16,95.04515151515152
641743,CH,Changeup,Offspeed,265,0.14209115281501342,0.22950819672131148,0.19607843137254902,85.86528301886793
641743,SL,Slider,Breaking,90,0.04825737265415549,0.30434782608695654,0.34285714285714286,86.22888888888889
641745,FF,4-Seam FB,Fastball,180,0.32432432432432434,0.2,0.18518518518518517,96.9761111111111
641745,SL,Slider,Breaking,123,0.22162162162162163,0.24561403508771928,0.36,87.00813008130083
641745,SI,Sinker,Fastball,109,0.1963963963963964,0.16,0.13333333333333333,96.754128440367
641745,CH,Changeup,Offspeed,76,0.13693693693693693,0.35294117647058826,0.35294117647058826,92.76710526315792
641745,ST,Sweeper,Breaking,67,0.12072072072072072,0.22857142857142856,0.3,85.66716417910449
641755,SL,Slider,Breaking,393,0.6528239202657807,0.31413612565445026,0.3026315789473684,86.92417302798981
641755,FF,4-Seam FB,Fastball,107,0.1777408637873754,0.11764705882352941,0.0,94.3747663551402
641755,CU,Curveball,Breaking,98,0.16279069767441862,0.27906976744186046,0.2692307692307692,82.88265306122449
641778,FF,4-Seam FB,Fastball,546,0.44462540716612375,0.2077922077922078,0.176,90.92509157509157
641778,FC,Cutter,Fastball,235,0.19136807817589577,0.20930232558139536,0.1282051282051282,87.07234042553192
641778,CH,Changeup,Offspeed,201,0.16368078175895764,0.13978494623655913,0.10714285714285714,84.20199004975123
641778,CU,Curveball,Breaking,154,0.1254071661237785,0.14814814814814814,0.05263157894736842,75.67467532467533
641778,SL,Slider,Breaking,92,0.0749185667752443,0.08888888888888889,0.0,82.5336956521739
641793,SL,Slider,Breaking,466,0.29197994987468673,0.21212121212121213,0.19607843137254902,87.96609442060085
641793,FF,4-Seam FB,Fastball,433,0.27130325814536344,0.15023474178403756,0.1951219512195122,91.58960739030024
641793,FS,Splitter,Offspeed,321,0.20112781954887218,0.1870967741935484,0.20253164556962025,83.7563862928349
641793,SI,Sinker,Fastball,233,0.14598997493734336,0.11029411764705882,0.08571428571428572,91.27296137339056
641793,ST,Sweeper,Breaking,141,0.08834586466165413,0.2033898305084746,0.14814814814814814,79.20212765957447
641816,FF,4-Seam FB,Fastball,687,0.4754325259515571,0.19784172661870503,0.23232323232323232,92.44017467248908
641816,FS,Splitter,Offspeed,365,0.25259515570934254,0.2638888888888889,0.2647058823529412,85.57780821917808
641816,FC,Cutter,Fastball,231,0.15986159169550174,0.12244897959183673,0.21428571428571427,87.83333333333333
641816,SL,Slider,Breaking,145,0.10034602076124567,0.26229508196721313,0.38095238095238093,84.68206896551725
641835,SI,Sinker,Fastball,464,0.596401028277635,0.20833333333333334,0.1527777777777778,94.21724137931034
641835,SL,Slider,Breaking,263,0.3380462724935733,0.2831858407079646,0.2708333333333333,87.10988593155894
641835,FF,4-Seam FB,Fastball,30,0.038560411311053984,0.42857142857142855,0.46153846153846156,94.93
641927,CH,Changeup,Offspeed,482,0.36159039759939987,0.22083333333333333,0.16842105263157894,82.8701244813278
641927,FF,4-Seam FB,Fastball,416,0.31207801950487624,0.16346153846153846,0.17647058823529413,88.44375000000001
641927,SL,Slider,Breaking,212,0.159039759939985,0.10891089108910891,0.16129032258064516,82.45330188679245
641927,ST,Sweeper,Breaking,142,0.10652663165791448,0.4057971014492754,0.4375,76.50070422535211
641927,SI,Sinker,Fastball,52,0.03900975243810953,0.07692307692307693,0.0,88.84230769230768
641941,FF,4-Seam FB,Fastball,214,0.6045197740112994,0.19827586206896552,0.2631578947368421,94.54906542056075
641941,FC,Cutter,Fastball,72,0.2033898305084746,0.4642857142857143,0.4,85.82222222222224
641941,FS,Splitter,Offspeed,68,0.192090395480226,0.375,0.375,82.45147058823528
642100,FF,4-Seam FB,Fastball,165,0.3900709219858156,0.27835051546391754,0.2708333333333333,95.31818181818181
642100,SL,Slider,Breaking,128,0.30260047281323876,0.26785714285714285,0.24,84.11875
642100,SI,Sinker,Fastball,126,0.2978723404255319,0.11764705882352941,0.08333333333333333,94.81666666666666
642121,FF,4-Seam FB,Fastball,347,0.4437340153452685,0.21649484536082475,0.24285714285714285,92.22939481268011
642121,CH,Changeup,Offspeed,309,0.39514066496163686,0.3466666666666667,0.3492063492063492,83.49288025889969
642121,FC,Cutter,Fastball,93,0.11892583120204604,0.19230769230769232,0.2,87.34623655913977
642121,ST,Sweeper,Breaking,32,0.04092071611253197,0.3333333333333333,0.375,83.121875
642152,SI,Sinker,Fastball,63,0.29439252336448596,0.08,0.16666666666666666,95.18412698412699
642152,FC,Cutter,Fastball,62,0.2897196261682243,0.2857142857142857,0.5,91.71774193548387
642152,ST,Sweeper,Breaking,40,0.18691588785046728,0.6923076923076923,0.4,79.61749999999999
642152,CH,Changeup,Offspeed,31,0.14485981308411214,0.38461538461538464,0.2,86.60967741935485
642207,FF,4-Seam FB,Fastball,332,0.5068702290076336,0.2827586206896552,0.24561403508771928,93.89759036144578
642207,CH,Changeup,Offspeed,314,0.47938931297709925,0.39779005524861877,0.35294117647058826,84.02261146496815
642215,EP,EP,Other,30,0.75,0.0,0.0,48.286666666666655
642232,FC,Cutter,Fastball,203,0.2750677506775068,0.17045454545454544,0.17391304347826086,84.90344827586206
642232,CH,Changeup,Offspeed,160,0.21680216802168023,0.31958762886597936,0.20512820512820512,77.696875
642232,ST,Sweeper,Breaking,146,0.1978319783197832,0.4,0.21739130434782608,71.76643835616439
642232,FF,4-Seam FB,Fastball,136,0.1842818428184282,0.16326530612244897,0.12,87.46029411764705
642232,SI,Sinker,Fastball,93,0.12601626016260162,0.018518518518518517,0.0,86.89247311827957
642397,SI,Sinker,Fastball,251,0.3500697350069735,0.10638297872340426,0.0,96.36055776892431
642397,SL,Slider,Breaking,178,0.2482566248256625,0.45454545454545453,0.38461538461538464,83.35393258426966
642397,FF,4-Seam FB,Fastball,146,0.20362622036262204,0.1746031746031746,0.17857142857142858,97.04109589041096
642397,ST,Sweeper,Breaking,131,0.18270571827057183,0.4666666666666667,0.4,82.50763358778626
642528,SI,Sinker,Fastball,202,0.3161189358372457,0.16666666666666666,0.20689655172413793,97.61534653465344
642528,CH,Changeup,Offspeed,192,0.3004694835680751,0.34234234234234234,0.34545454545454546,90.81770833333333
642528,CU,Curveball,Breaking,114,0.1784037558685446,0.2777777777777778,0.16666666666666666,89.15877192982455
642528,FF,4-Seam FB,Fastball,110,0.17214397496087636,0.125,0.05263157894736842,97.35
642546,SL,Slider,Breaking,170,0.4497354497354497,0.35714285714285715,0.21428571428571427,88.84470588235294
642546,SI,Sinker,Fastball,147,0.3888888888888889,0.08955223880597014,0.05555555555555555,96.88843537414965
642546,FF,4-Seam FB,Fastball,53,0.1402116402116402,0.14285714285714285,0.2,97.23584905660377
642547,FF,4-Seam FB,Fastball,1063,0.5315,0.2182952182952183,0.2,94.16914393226718
642547,CH,Changeup,Offspeed,419,0.2095,0.2753623188405797,0.24324324324324326,87.25560859188543
642547,CU,Curveball,Breaking,258,0.129,0.36,0.3103448275862069,79.38449612403102
642547,SL,Slider,Breaking,117,0.0585,0.48717948717948717,0.45454545454545453,83.11794871794872
642547,ST,Sweeper,Breaking,104,0.052,0.2222222222222222,0.16666666666666666,81.69326923076923
642547,CS,CS,Breaking,39,0.0195,0.4,0.35294117647058826,75.30512820512821
642701,SL,Slider,Breaking,258,0.34959349593495936,0.36363636363636365,0.2786885245901639,85.51317829457363
642701,FF,4-Seam FB,Fastball,224,0.3035230352303523,0.18181818181818182,0.18181818181818182,94.08794642857141
642701,CH,Changeup,Offspeed,114,0.15447154471544716,0.2807017543859649,0.13636363636363635,87.92543859649123
642701,SI,Sinker,Fastball,88,0.11924119241192412,0.13636363636363635,0.09090909090909091,93.96931818181817
642701,FC,Cutter,Fastball,54,0.07317073170731707,0.19230769230769232,0.2,90.5925925925926
642759,FF,4-Seam FB,Fastball,50,0.5813953488372093,0.16,0.0,96.336
642759,CH,Changeup,Offspeed,36,0.4186046511627907,0.6666666666666666,0.42857142857142855,86.50833333333334
643377,ST,Sweeper,Breaking,299,0.26090750436300175,0.3951612903225806,0.4318181818181818,87.93511705685619
643377,CH,Changeup,Offspeed,257,0.22425828970331588,0.4228187919463087,0.45454545454545453,91.1828793774319
643377,SI,Sinker,Fastball,233,0.20331588132635253,0.15254237288135594,0.06666666666666667,95.60472103004292
643377,FF,4-Seam FB,Fastball,206,0.17975567190226877,0.25,0.25,96.22475728155341
643377,CU,Curveball,Breaking,101,0.0881326352530541,0.42857142857142855,0.4444444444444444,85.15148514851485
643377,FC,Cutter,Fastball,50,0.04363001745200698,0.125,0.0,92.80000000000001
643410,FS,Splitter,Offspeed,190,0.3150912106135987,0.44642857142857145,0.4507042253521127,84.3036842105263
643410,SI,Sinker,Fastball,165,0.2736318407960199,0.1095890410958904,0.0,92.1539393939394
643410,CU,Curveball,Breaking,116,0.19237147595356552,0.3541666666666667,0.23076923076923078,73.9206896551724
643410,FF,4-Seam FB,Fastball,72,0.11940298507462686,0.1,0.06666666666666667,92.29166666666667
643410,FC,Cutter,Fastball,55,0.0912106135986733,0.2777777777777778,0.25,89.61636363636363
643511,SI,Sinker,Fastball,486,0.7788461538461539,0.1171875,0.12345679012345678,83.22798353909465
643511,SL,Slider,Breaking,138,0.22115384615384615,0.21875,0.1282051282051282,73.66739130434782
645261,SI,Sinker,Fastball,562,0.2546443135478024,0.1099290780141844,0.1,97.28772241992883
645261,CH,Changeup,Offspeed,453,0.2052560036248301,0.29571984435797666,0.2765957446808511,90.91346578366446
645261,FF,4-Seam FB,Fastball,426,0.1930222020842773,0.20270270270270271,0.23076923076923078,97.41079812206573
645261,FC,Cutter,Fastball,319,0.14454009968282736,0.22727272727272727,0.2826086956521739,89.92257053291536
645261,ST,Sweeper,Breaking,206,0.09333937471681016,0.28865979381443296,0.3,84.22961165048545
645261,SL,Slider,Breaking,166,0.07521522428636157,0.3076923076923077,0.2564102564102564,84.88433734939758
645261,CU,Curveball,Breaking,75,0.03398278205709107,0.16129032258064516,0.0,83.43733333333334
646241,FF,4-Seam FB,Fastball,225,0.4197761194029851,0.27450980392156865,0.2857142857142857,94.12577777777777
646241,CH,Changeup,Offspeed,112,0.208955223880597,0.34615384615384615,0.42105263157894735,87.75446428571429
646241,FC,Cutter,Fastball,88,0.16417910447761194,0.25,0.2631578947368421,85.44545454545455
646241,SI,Sinker,Fastball,69,0.1287313432835821,0.075,0.16666666666666666,93.97971014492751
646241,SL,Slider,Breaking,42,0.07835820895522388,0.3076923076923077,0.25,80.12857142857143
647315,SI,Sinker,Fastball,106,0.5988700564971752,0.10416666666666667,0.08333333333333333,96.32358490566038
647315,SL,Slider,Breaking,49,0.2768361581920904,0.23529411764705882,0.2,86.38163265306122
647336,SV,Slurve,Breaking,470,0.32661570535093815,0.3532110091743119,0.3333333333333333,80.61957446808512
647336,FF,4-Seam FB,Fastball,463,0.32175121612230717,0.16595744680851063,0.19,93.73002159827213
647336,CH,Changeup,Offspeed,173,0.1202223766504517,0.21951219512195122,0.2631578947368421,85.94913294797688
647336,FC,Cutter,Fastball,169,0.11744266851980542,0.19318181818181818,0.3125,89.05325443786982
647336,SI,Sinker,Fastball,155,0.10771369006254343,0.13580246913580246,0.07142857142857142,93.47612903225807
650556,SL,Slider,Breaking,330,0.48316251830161056,0.344,0.3064516129032258,86.28121212121212
650556,FF,4-Seam FB,Fastball,314,0.45973645680819913,0.25,0.42857142857142855,95.19808917197453
650556,FC,Cutter,Fastball,35,0.05124450951683748,0.5555555555555556,0.5,92.13428571428571
650633,SI,Sinker,Fastball,568,0.29598749348619074,0.16444444444444445,0.18421052631578946,92.91514084507043
650633,CH,Changeup,Offspeed,519,0.27045336112558627,0.2808219178082192,0.2727272727272727,86.26184971098266
650633,ST,Sweeper,Breaking,370,0.1928087545596665,0.2484076433121019,0.17647058823529413,81.92999999999999
650633,FF,4-Seam FB,Fastball,362,0.18863991662324128,0.2891566265060241,0.2727272727272727,94.00828729281768
650633,SL,Slider,Breaking,100,0.05211047420531527,0.2647058823529412,0.1875,84.68999999999998
650644,FC,Cutter,Fastball,500,0.3472222222222222,0.2572614107883817,0.22077922077922077,87.6466
650644,CU,Curveball,Breaking,355,0.2465277777777778,0.2483221476510067,0.2318840579710145,77.05774647887324
650644,SI,Sinker,Fastball,268,0.18611111111111112,0.14035087719298245,0.175,91.32201492537313
650644,FF,4-Seam FB,Fastball,186,0.12916666666666668,0.15306122448979592,0.15555555555555556,91.43440860215054
650644,FS,Splitter,Offspeed,77,0.05347222222222222,0.15151515151515152,0.25,84.00649350649351
650644,SL,Slider,Breaking,54,0.0375,0.28,0.2727272727272727,82.50555555555556
650911,SI,Sinker,Fastball,874,0.42592592592592593,0.125,0.10679611650485436,95.15652173913043
650911,CH,Changeup,Offspeed,795,0.38742690058479534,0.4523281596452328,0.42857142857142855,86.96591194968553
650911,SL,Slider,Breaking,383,0.18664717348927876,0.4421052631578947,0.38571428571428573,86.2135770234987
656212,FF,4-Seam FB,Fastball,63,0.34806629834254144,0.07692307692307693,0.3333333333333333,89.26349206349205
656212,SI,Sinker,Fastball,39,0.2154696132596685,0.05,0.0,89.10000000000001
656212,SL,Slider,Breaking,35,0.19337016574585636,0.2857142857142857,0.3333333333333333,83.40857142857143
656212,CH,Changeup,Offspeed,31,0.1712707182320442,0.2,0.0,82.35483870967742
656222,FF,4-Seam FB,Fastball,224,0.5067873303167421,0.14035087719298245,0.2,93.37589285714286
656222,CH,Changeup,Offspeed,174,0.3936651583710407,0.35365853658536583,0.29411764705882354,87.88333333333333
656222,FC,Cutter,Fastball,44,0.09954751131221719,0.23076923076923078,0.5,81.82954545454545
656234,ST,Sweeper,Breaking,217,0.3703071672354949,0.35365853658536583,0.2571428571428571,84.47373271889398
656234,SI,Sinker,Fastball,203,0.3464163822525597,0.20224719101123595,0.13636363636363635,94.76157635467982
656234,FF,4-Seam FB,Fastball,85,0.14505119453924914,0.3181818181818182,0.375,93.94352941176471
656234,CU,Curveball,Breaking,81,0.13822525597269625,0.24242424242424243,0.2222222222222222,80.97777777777777
656271,FF,4-Seam FB,Fastball,338,0.39952718676122934,0.2389937106918239,0.22535211267605634,96.17337278106508
656271,SL,Slider,Breaking,257,0.3037825059101655,0.4270833333333333,0.34615384615384615,86.39494163424125
656271,CH,Changeup,Offspeed,140,0.16548463356973994,0.28169014084507044,0.13636363636363635,87.65285714285714
656271,SI,Sinker,Fastball,111,0.13120567375886524,0.11538461538461539,0.0,93.5072072072072
656288,FF,4-Seam FB,Fastball,272,0.25929456625357483,0.168141592920354,0.15,94.35588235294118
656288,SL,Slider,Breaking,256,0.2440419447092469,0.3783783783783784,0.4634146341463415,87.442578125
656288,CH,Changeup,Offspeed,237,0.2259294566253575,0.24390243902439024,0.2558139534883721,89.9831223628692
656288,SI,Sinker,Fastball,113,0.10772163965681601,0.04081632653061224,0.0,93.63716814159291
656288,FC,Cutter,Fastball,69,0.0657769304099142,0.2962962962962963,0.0,89.78840579710146
656288,KC,Knuckle-Curve,Breaking,61,0.058150619637750235,0.2692307692307692,0.35714285714285715,81.29836065573774
656288,ST,Sweeper,Breaking,41,0.03908484270734033,0.2727272727272727,0.42857142857142855,86.2560975609756
656302,FF,4-Seam FB,Fastball,677,0.3559411146161935,0.2916666666666667,0.3142857142857143,97.61802067946823
656302,SL,Slider,Breaking,555,0.2917981072555205,0.44155844155844154,0.4108527131782946,89.29495495495495
656302,CH,Changeup,Offspeed,222,0.1167192429022082,0.5476190476190477,0.4666666666666667,83.22792792792792
656302,KC,Knuckle-Curve,Breaking,186,0.09779179810725552,0.28888888888888886,0.42857142857142855,82.54623655913979
656302,SI,Sinker,Fastball,179,0.09411146161934805,0.16049382716049382,0.1,96.29273743016759
656302,ST,Sweeper,Breaking,83,0.04363827549947424,0.23333333333333334,0.125,84.13734939759037
656427,FF,4-Seam FB,Fastball,877,0.4896705750977108,0.19285714285714287,0.16470588235294117,92.7279361459521
656427,SL,Slider,Breaking,436,0.2434394193188163,0.33663366336633666,0.3037974683544304,85.04655963302753
656427,KC,Knuckle-Curve,Breaking,341,0.1903964265773311,0.3815789473684211,0.33783783783783783,78.06363636363635
656427,SI,Sinker,Fastball,79,0.044109436069235064,0.23076923076923078,0.0,90.92658227848099
656427,CH,Changeup,Offspeed,58,0.03238414293690676,0.3125,0.0,85.5896551724138
656457,SI,Sinker,Fastball,39,0.38613861386138615,0.047619047619047616,0.0,90.0769230769231
656457,ST,Sweeper,Breaking,35,0.3465346534653465,0.3333333333333333,0.2222222222222222,79.98857142857142
656464,SL,Slider,Breaking,351,0.4992887624466572,0.4406779661016949,0.4153846153846154,85.25669515669516
656464,FF,4-Seam FB,Fastball,315,0.4480796586059744,0.1935483870967742,0.18867924528301888,95.33904761904763
656464,SI,Sinker,Fastball,32,0.04551920341394026,0.05555555555555555,0.0,94.4125
656492,FC,Cutter,Fastball,621,0.31911613566289826,0.21910112359550563,0.2169811320754717,88.21239935587762
656492,FF,4-Seam FB,Fastball,327,0.16803699897225077,0.20491803278688525,0.19117647058823528,91.5137614678899
656492,ST,Sweeper,Breaking,283,0.14542651593011305,0.328,0.2857142857142857,79.95689045936396
656492,CH,Changeup,Offspeed,204,0.10483042137718397,0.3626373626373626,0.25925925925925924,82.37401960784315
656492,CU,Curveball,Breaking,199,0.10226104830421377,0.25773195876288657,0.26666666666666666,77.84824120603015
656492,SI,Sinker,Fastball,193,0.09917780061664953,0.1875,0.047619047619047616,91.23989637305701
656492,FS,Splitter,Offspeed,119,0.06115107913669065,0.3384615384615385,0.3050847457627119,81.28655462184872
656529,FF,4-Seam FB,Fastball,111,0.2967914438502674,0.32,0.2857142857142857,93.9054054054054
656529,SL,Slider,Breaking,105,0.2807486631016043,0.22641509433962265,0.09523809523809523,87.50666666666667
656529,SI,Sinker,Fastball,97,0.25935828877005346,0.23076923076923078,0.3333333333333333,93.35567010309278
656529,CU,Curveball,Breaking,61,0.16310160427807488,0.42857142857142855,0.5454545454545454,79.97868852459015
656546,SL,Slider,Breaking,322,0.4107142857142857,0.4966887417218543,0.375,86.8919254658385
656546,FF,4-Seam FB,Fastball,247,0.31505102040816324,0.25384615384615383,0.23809523809523808,96.61376518218623
656546,FS,Splitter,Offspeed,174,0.22193877551020408,0.35051546391752575,0.23529411764705882,89.64999999999999
656546,SI,Sinker,Fastball,41,0.05229591836734694,0.2857142857142857,1.0,96.18048780487804
656550,SL,Slider,Breaking,580,0.3668564199873498,0.3927392739273927,0.3722627737226277,85.31793103448275
656550,FF,4-Seam FB,Fastball,484,0.30613535736875397,0.15789473684210525,0.14864864864864866,94.1685950413223
656550,SI,Sinker,Fastball,177,0.11195445920303605,0.16455696202531644,0.0,93.03107344632768
656550,FC,Cutter,Fastball,135,0.08538899430740038,0.16923076923076924,0.0,92.00814814814814
656550,CU,Curveball,Breaking,120,0.07590132827324478,0.3333333333333333,0.3448275862068966,82.89416666666666
656550,CH,Changeup,Offspeed,85,0.053763440860215055,0.1875,0.14285714285714285,89.45647058823528
656605,FF,4-Seam FB,Fastball,576,0.31700605393505776,0.17346938775510204,0.12871287128712872,93.43003472222222
656605,SI,Sinker,Fastball,343,0.1887727022564667,0.14965986394557823,0.13793103448275862,92.33527696793003
656605,ST,Sweeper,Breaking,305,0.1678591084204733,0.26143790849673204,0.2682926829268293,82.14754098360656
656605,CU,Curveball,Breaking,167,0.09190974133186572,0.33962264150943394,0.42857142857142855,77.90838323353293
656605,CH,Changeup,Offspeed,157,0.0864061640066043,0.2535211267605634,0.3076923076923077,88.79108280254778
656605,SL,Slider,Breaking,145,0.07980187121629059,0.1875,0.19230769230769232,87.47862068965517
656605,FC,Cutter,Fastball,124,0.0682443588332416,0.19718309859154928,0.16666666666666666,89.77983870967742
656638,SL,Slider,Breaking,266,0.31894484412470026,0.35664335664335667,0.22580645161290322,87.84736842105264
656638,SI,Sinker,Fastball,197,0.23621103117505995,0.17333333333333334,0.13333333333333333,95.64467005076142
656638,CH,Changeup,Offspeed,180,0.2158273381294964,0.32142857142857145,0.34146341463414637,90.68777777777778
656638,FF,4-Seam FB,Fastball,97,0.11630695443645084,0.18181818181818182,0.15789473684210525,95.82268041237114
656638,FC,Cutter,Fastball,93,0.11151079136690648,0.10526315789473684,0.0,91.95483870967742
656641,FF,4-Seam FB,Fastball,415,0.5334190231362468,0.21145374449339208,0.18947368421052632,94.55397590361444
656641,SL,Slider,Breaking,155,0.19922879177377892,0.4189189189189189,0.16666666666666666,85.30129032258066
656641,CH,Changeup,Offspeed,140,0.17994858611825193,0.41333333333333333,0.25925925925925924,85.49357142857144
656641,CU,Curveball,Breaking,68,0.08740359897172237,0.42857142857142855,0.5,80.2264705882353
656686,FF,4-Seam FB,Fastball,88,0.5238095238095238,0.3,0.21428571428571427,94.8625
656686,CU,Curveball,Breaking,33,0.19642857142857142,0.5,0.0,85.83030303030303
656730,FF,4-Seam FB,Fastball,387,0.6333878887070377,0.2131979695431472,0.28169014084507044,97.86020671834623
656730,KC,Knuckle-Curve,Breaking,224,0.36661211129296234,0.5121951219512195,0.5,87.85000000000001
656794,FF,4-Seam FB,Fastball,336,0.358974358974359,0.3373493975903614,0.37142857142857144,94.58541666666667
656794,SV,Slurve,Breaking,309,0.3301282051282051,0.27927927927927926,0.21052631578947367,82.54433656957927
656794,SI,Sinker,Fastball,221,0.2361111111111111,0.11,0.11538461538461539,93.13348416289593
656848,FF,4-Seam FB,Fastball,448,0.6054054054054054,0.27310924369747897,0.24528301886792453,97.68816964285715
656848,SL,Slider,Breaking,200,0.2702702702702703,0.34146341463414637,0.2903225806451613,86.67299999999999
656848,CH,Changeup,Offspeed,92,0.12432432432432433,0.23529411764705882,0.1111111111111111,88.86630434782609
656849,SI,Sinker,Fastball,478,0.296342219466832,0.1232876712328767,0.13513513513513514,91.91485355648537
656849,FF,4-Seam FB,Fastball,378,0.23434593924364538,0.1896551724137931,0.22448979591836735,92.21613756613756
656849,SL,Slider,Breaking,376,0.23310601363918165,0.29797979797979796,0.28888888888888886,86.11196808510638
656849,CH,Changeup,Offspeed,199,0.12337259764414135,0.22772277227722773,0.2,85.60703517587942
656849,CU,Curveball,Breaking,182,0.11283323000619963,0.35294117647058826,0.4117647058823529,80.6010989010989
656876,FC,Cutter,Fastball,536,0.3116279069767442,0.25496688741721857,0.28865979381443296,90.03507462686566
656876,FF,4-Seam FB,Fastball,471,0.2738372093023256,0.2450592885375494,0.23008849557522124,95.88556263269639
656876,SI,Sinker,Fastball,385,0.2238372093023256,0.13793103448275862,0.1864406779661017,95.39818181818181
656876,CH,Changeup,Offspeed,199,0.11569767441860465,0.375,0.32727272727272727,90.03517587939699
656876,CU,Curveball,Breaking,77,0.044767441860465114,0.21052631578947367,0.375,80.31688311688312
656876,ST,Sweeper,Breaking,52,0.030232558139534883,0.1111111111111111,0.06666666666666667,84.53846153846153
656945,SL,Slider,Breaking,333,0.5186915887850467,0.425414364640884,0.3717948717948718,89.73663663663663
656945,FF,4-Seam FB,Fastball,304,0.4735202492211838,0.27380952380952384,0.2786885245901639,96.75657894736842
656986,SL,Slider,Breaking,60,0.7228915662650602,0.34782608695652173,0.3,84.85000000000004
657044,SI,Sinker,Fastball,399,0.642512077294686,0.16756756756756758,0.20833333333333334,89.22305764411027
657044,SL,Slider,Breaking,195,0.3140096618357488,0.25,0.24,77.73692307692308
657097,FF,4-Seam FB,Fastball,371,0.4625935162094763,0.26288659793814434,0.24444444444444444,94.15094339622641
657097,CH,Changeup,Offspeed,293,0.3653366583541147,0.4111111111111111,0.3246753246753247,85.60068259385666
657097,SL,Slider,Breaking,56,0.06982543640897755,0.2608695652173913,0.1111111111111111,86.04285714285713
657097,CU,Curveball,Breaking,48,0.059850374064837904,0.0,0.0,81.75208333333333
657097,ST,Sweeper,Breaking,34,0.04239401496259352,0.5555555555555556,0.0,82.52941176470587
657277,SI,Sinker,Fastball,509,0.30297619047619045,0.10121457489878542,0.11666666666666667,92.0630648330059
657277,CH,Changeup,Offspeed,420,0.25,0.28448275862068967,0.2459016393442623,85.97928571428572
657277,ST,Sweeper,Breaking,331,0.19702380952380952,0.25892857142857145,0.2972972972972973,84.14924471299094
657277,FC,Cutter,Fastball,213,0.12678571428571428,0.20869565217391303,0.15384615384615385,89.89906103286386
657277,FF,4-Seam FB,Fastball,207,0.12321428571428572,0.21428571428571427,0.20634920634920634,92.35555555555555
657424,SL,Slider,Breaking,240,0.4436229205175601,0.24545454545454545,0.15789473684210525,84.32916666666667
657424,FF,4-Seam FB,Fastball,179,0.33086876155268025,0.25555555555555554,0.25806451612903225,92.23016759776537
