batter,family,pitches,whiff,slg,xwoba
642350,Offspeed,81,0.41304347826086957,0.47368421052631576,0.3303157894736842
642708,Breaking,248,0.3671875,0.5161290322580645,0.29296096666666666
642708,Fastball,418,0.1889400921658986,0.3069306930693069,0.3089843557692307
642708,Offspeed,136,0.2988505747126437,0.5,0.2903428571428571
642715,Breaking,657,0.39590443686006827,0.304635761589404,0.24055500628930818
642715,Fastball,1100,0.22898032200357782,0.5037878787878788,0.3273539211469534
642715,Offspeed,229,0.3333333333333333,0.3125,0.264188641509434
642851,Breaking,135,0.38333333333333336,0.11538461538461539,0.15271316
642851,Fastball,206,0.16101694915254236,0.2727272727272727,0.32908632000000004
642851,Offspeed,43,0.34615384615384615,0.0,0.05149999999999999
643217,Breaking,426,0.3257918552036199,0.46153846153846156,0.31366881904761906
